954,BBA,81,1512
954,BBB,91,1481
956,BAC,48,11672
956,CAC,89,324
957,ACC,22,11379
959,BCC,33,3259
960,CAA,34,1704
963,ACA,12,5557
964,CBA,17,7845
966,AAC,43,1054
968,BCB,87,1429
968,CBC,6,1217
971,ABA,20,546
972,AAB,98,2036
981,BBC,89,2583
987,CAB,82,1147
992,BAA,11,2869
998,ACA,42,5548
999,CBA,100,7851
1001,CCB,77,8055
1003,AAA,35,3163
1003,BCB,21,1437
1006,ABA,30,542
1006,CBB,53,5931
1010,ABC,34,336
1011,CAC,86,313
1012,ABB,79,2057
1013,BAB,85,4383
1013,CCA,71,7563
1016,BAC,43,11672
1018,BCC,48,3260
1021,CBC,94,1212
1022,AAB,61,2043
1028,BCA,29,7986
1029,ACC,65,11379
1035,BBB,39,1482
1036,CCB,96,8057
1038,BCB,35,1448
1043,CCC,23,6368
1046,CAC,2,327
1047,ABC,97,330
1048,BAB,88,4379
1053,BCC,7,3274
1054,CAB,81,1156
1057,AAA,39,3153
1061,CAA,1,1691
1064,ACB,62,1267
1066,BBA,69,1524
1067,AAB,26,2048
1073,ABA,68,544
1075,CBA,66,7849
1075,CBB,74,5917
1077,AAC,96,1039
1078,BCA,4,7971
1078,CCC,5,6362
1085,BAC,20,11677
1085,BBC,41,2584
1088,CCA,37,7549
1094,BAA,53,2882
1100,CAB,74,1150
1101,BBA,79,1537
1101,CCB,77,8067
1102,AAA,83,3147
1102,AAB,62,2043
1110,CBA,36,7859
1111,ACA,55,5555
1113,BCC,49,3279
1113,CAC,98,335
1113,CBC,72,1223
1119,BBB,99,1476
1123,CCC,52,6355
1126,ABB,65,2046
1126,ACB,46,1280
1129,ABC,62,340
1134,BAB,36,4370
1136,BBA,99,1549
1138,ACC,82,11369
1139,CAA,74,1703
1144,AAA,91,3158
1145,BAC,27,11667
1146,ACA,21,5568
1152,BCA,96,7960
1152,CAB,48,1142
1153,BBC,87,2593
1154,BCB,59,1438
1157,AAB,50,2040
1171,BBA,29,1536
1173,ACC,92,11370
1176,CBB,26,5907
1185,AAC,56,1038
1185,ABA,93,561
1186,CCC,66,6354
1187,BBB,83,1466
1189,AAA,16,3159
1190,BCC,50,3278
1193,ABB,74,2060
1202,BAA,33,2877
1202,CCB,8,8058
1204,BAB,94,4368
1204,BAC,100,11670
1204,BCA,45,7957
1208,ACC,85,11373
1208,CCA,55,7533
1211,CBB,62,5905
1215,CBC,33,1234
1219,BCB,27,1428
1220,ABA,92,578
1221,BBC,39,2598
1223,CBA,69,7853
1224,AAA,18,3163
1226,ABC,79,344
1226,BBB,99,1459
1233,CAC,92,317
1234,CAA,72,1686
1237,BAA,75,2875
1239,CAB,14,1136
1242,ACB,59,1279
1243,CCA,32,7518
1246,CBB,84,5902
1248,CCC,10,6357
1250,CBC,81,1246
1251,BBA,33,1535
1255,BCA,81,7948
1256,AAB,19,2044
1257,BCC,90,3276
1260,ACA,83,5573
1261,ABC,97,348
1261,BBB,56,1458
1262,AAC,81,1048
1263,ACC,25,11355
1268,BAC,27,11661
1269,ABB,80,2047
1271,ABA,74,584
1280,CBA,10,7840
1283,CCC,43,6362
1286,BBA,73,1549
1292,BAA,71,2885
1294,CCB,68,8050
1296,BBB,53,1449
1297,BAB,56,4359
1299,ACA,48,5562
1303,ACC,1,11352
1304,ABB,84,2041
1309,ABA,3,573
1310,ABC,77,352
1310,BBC,10,2596
1310,CBB,86,5901
1312,BCB,74,1418
1318,CCC,80,6353
1320,AAB,83,2036
1321,AAA,72,3158
1327,BCC,16,3269
1329,CAC,97,329
1329,CCB,21,8043
1331,CAA,67,1672
1334,ACA,25,5558
1336,ACB,68,1290
1338,ACC,11,11344
1341,BBB,66,1439
1343,CBC,13,1255
1347,BCB,82,1410
1348,CCA,62,7530
1355,BBA,83,1539
1356,CAB,77,1139
1358,BCA,63,7929
1366,BCC,70,3273
1372,AAC,1,1033
1373,BAA,96,2892
1375,CAA,95,1690
1376,CBA,32,7840
1383,AAA,45,3153
1383,BAC,7,11670
1383,CCA,97,7511
1384,BAB,89,4356
1385,ABB,97,2040
1386,AAB,21,2028
1386,ACA,44,5544
1391,ABC,80,358
1391,CAB,35,1147
1396,BBC,25,2597
1396,CBC,68,1246
1400,ABA,78,570
1403,CBB,34,5889
1407,BBA,35,1534
1409,ACC,44,11352
1415,ACB,61,1284
1417,BAA,84,2882
1418,BAC,95,11671
1422,CCC,15,6350
1429,BCA,51,7922
1431,AAA,19,3150
1431,BBB,78,1439
1431,CBC,76,1248
1432,CAC,77,325
1435,ABA,40,584
1435,BAB,69,4361
1437,BBC,9,2606
1439,AAB,60,2033
1442,BCC,61,3283
1448,CCB,29,8045
1452,CAB,66,1151
1458,ABC,84,369
1462,BCB,53,1401
1464,BCA,41,7905
1466,AAA,82,3159
1466,CBC,12,1246
1467,CAA,48,1703
1470,BAB,88,4358
1473,ACA,76,5534
1473,CAC,70,331
1474,AAB,11,2029
1474,ACB,9,1285
1474,CBB,6,5898
1476,BBC,72,2600
1477,BCC,47,3281
1478,AAC,2,1033
1480,CCA,97,7519
1482,ACC,52,11353
1486,CBA,14,7834
1493,CCC,20,6356
1499,ABB,89,2049
1502,CAA,90,1704
1505,BAB,41,4348
1507,BCA,8,7911
1508,BAC,76,11663
1512,ABA,61,599
1513,CBB,45,5895
1515,CCA,84,7530
1520,BBA,73,1528
1520,BCC,36,3294
1530,AAC,72,1027
1530,BAA,53,2880
1533,ACA,83,5523
1534,AAA,50,3154
1534,ABB,70,2041
1538,BBB,65,1431
1542,BCA,23,7899
1543,ACC,7,11363
1543,BAC,71,11652
1544,BCB,2,1400
1545,CAA,28,1690
1545,CAB,10,1156
1546,AAB,44,2037
1546,ACB,45,1284
1547,CCB,65,8035
1550,CCA,2,7522
1553,CBA,39,7821
1553,CBC,76,1254
1556,CAC,28,335
1563,ABC,38,385
1568,ACA,53,5517
1569,AAA,66,3150
1571,BBA,21,1541
1573,BBB,45,1432
1575,BAB,47,4354
1576,CCC,91,6347
1577,BCA,22,7887
1579,BCB,68,1410
1582,CCB,29,8033
1592,CBB,39,5889
1596,BBC,49,2599
1600,BAC,89,11663
1605,CBC,5,1261
1606,BBA,93,1539
1609,ABA,80,598
1609,BCC,29,3303
1611,CCC,61,6340
1612,CBA,89,7822
1614,BCB,20,1401
1618,CCB,40,8022
1620,ABB,90,2049
1621,ACC,83,11358
1621,BBB,85,1427
1628,AAB,38,2034
1632,BAA,93,2889
1633,CAB,74,1149
1643,CAC,77,327
1646,AAC,16,1025
1649,BCB,26,1391
1650,CAA,7,1691
1652,AAA,70,3133
1652,CCA,33,7504
1653,BCA,62,7877
1655,ABB,25,2055
1658,CCC,45,6340
1660,BAC,89,11653
1663,ACB,8,1290
1665,ACA,18,5524
1667,BBC,64,2605
1668,ABC,65,397
1676,BAB,24,4344
1678,BAA,84,2887
1681,AAC,50,1022
1685,AAB,86,2031
1685,ABA,18,595
1685,CAA,24,1708
1688,BCA,37,7889
1691,CAB,45,1150
1698,ACB,48,1274
1699,BCC,47,3308
1700,CCB,64,8012
1702,CBA,32,7827
1705,BBA,39,1546
1706,CBB,30,5877
1714,ACC,58,11344
1716,AAC,32,1028
1716,CBC,38,1260
1718,BCB,39,1395
1720,AAB,65,2038
1724,ABB,69,2056
1725,CAA,31,1691
1728,BBB,37,1433
1730,CCC,23,6336
1734,BCC,31,3317
1735,CCB,43,7999
1736,CAC,57,317
1737,CBA,92,7817
1738,BAB,17,4350
1741,CAB,52,1158
1742,CCA,81,7508
1745,ACA,21,5522
1746,ABC,5,400
1749,BBC,41,2619
1753,BCB,83,1396
1755,BAC,82,11658
1760,CAA,24,1680
1763,ABA,58,610
1763,ACB,69,1255
1763,BBB,46,1435
1764,BBA,1,1544
1769,BCC,57,3323
1770,AAA,33,3134
1771,BCA,4,7891
1772,CBC,10,1254
1784,BAA,62,2895
1786,AAC,86,1013
1787,ACC,12,11332
1787,CBB,87,5873
1788,ABC,23,413
1788,BCB,6,1400
1790,BAC,35,11668
1798,ACB,53,1248
1803,CAC,64,318
1807,CBC,54,1255
1809,CBA,11,7820
1812,CCC,70,6325
1816,ABA,55,616
1820,BBA,1,1543
1821,AAC,46,1023
1822,ABB,73,2050
1825,CCA,65,7506
1827,AAB,13,2049
1832,ACA,97,5535
1833,ACB,48,1235
1836,BAA,36,2886
1838,CCB,40,8012
1846,ABC,88,423
1847,BBB,11,1445
1850,ACC,94,11328
1850,BCC,56,3329
1851,BAB,96,4361
1852,BCB,65,1392
1856,AAC,43,1006
1856,CAB,25,1156
1859,BBC,1,2627
1860,CCA,19,7518
1862,ABA,24,612
1865,AAA,69,3130
1868,ACB,15,1243
1868,CAA,42,1679
1868,CBC,44,1263
1869,BCA,24,7906
1871,BAA,53,2892
1881,ABC,37,414
1885,BCC,90,3321
1886,CCB,69,8001
1889,BBB,81,1439
1889,CBA,26,7825
1891,AAC,54,1009
1891,CAB,34,1147
1896,CBB,98,5868
1900,AAA,51,3140
1902,BAC,33,11673
1902,BBC,87,2625
1912,ACB,29,1239
1913,CAC,41,331
1915,BCA,100,7906
1919,AAB,1,2040
1919,BBA,3,1540
1920,CBC,79,1261
1922,ABB,19,2057
1922,BCB,54,1403
1924,CBA,77,7838
1924,CCC,28,6316
1929,AAC,28,1018
1931,CBB,58,5882
1932,ABC,28,416
1932,BAA,61,2889
1947,ACB,98,1225
1949,BCC,88,3337
1950,BCA,73,7904
1950,CCA,85,7503
1951,ACA,74,5531
1951,ACC,95,11336
1955,CBC,37,1269
1957,BCB,50,1400
1958,BAB,72,4349
1959,CCC,23,6307
1963,BBC,60,2628
1966,CBB,87,5871
1966,CCB,50,7989
1967,BAA,97,2889
1969,BBB,70,1448
1974,AAA,70,3135
1976,CAA,11,1671
1980,AAC,13,1009
1982,ABA,25,619
1985,BAC,40,11664
1985,CCA,81,7507
1986,CBA,14,7844
1989,CAB,28,1148
1993,BBA,39,1539
1997,ABC,88,428
2002,BAA,62,2889
2005,CAC,71,346
2007,ACB,53,1231
2016,BCA,73,7888
2019,BBB,53,1456
2022,ABB,39,2066
2024,CBC,93,1276
2025,AAB,59,2032
2031,CCC,75,6297
2032,ABC,27,441
2037,ACC,23,11328
2039,ACA,63,5517
2039,BCB,18,1403
2040,BAB,64,4338
2043,BAC,45,11655
2046,CAC,37,354
2049,CAA,33,1689
2051,BCA,2,7875
2059,CBC,69,1276
2061,CCA,77,7519
2066,AAC,76,1016
2066,ABB,37,2069
2067,BCC,29,3352
2068,BBC,90,2622
2069,CAB,93,1141
2071,CCB,30,8007
2074,BCB,47,1397
2075,CBB,48,5860
2077,ACA,98,5511
2081,CAC,26,343
2084,CAA,39,1705
2085,ABA,5,634
2089,CBA,95,7857
2092,AAA,9,3130
2092,ACB,26,1231
2092,BBB,94,1458
2098,CCC,22,6298
2100,BBA,59,1534
2101,AAC,56,1022
2102,BCC,82,3368
2104,CAB,94,1144
2106,BBC,52,2627
2106,CCB,31,7989
2109,BCB,74,1390
2114,BAA,86,2888
2115,ABB,23,2073
2116,ABC,52,441
2116,CAC,17,354
2117,CBC,98,1275
2118,BAB,24,4339
2118,BAC,81,11665
2124,CBA,37,7846
2129,ACC,27,11328
2133,BCA,82,7870
2135,BBA,41,1533
2136,AAB,77,2042
2136,AAC,71,1021
2137,ACB,97,1235
2139,CAB,22,1143
2141,ACA,7,5498
2149,ABA,65,621
2149,BAA,88,2900
2151,ABC,6,454
2152,BCC,80,3371
2152,CBC,57,1272
2159,BBC,3,2634
2160,BBB,98,1452
2161,CCC,5,6292
2165,CCA,55,7504
2171,AAC,44,1031
2172,AAB,85,2038
2174,CAB,13,1152
2191,CAA,55,1710
2193,CCB,11,7991
2194,CBB,5,5845
2196,BBA,70,1542
2197,AAA,77,3139
2197,BAB,79,4341
2201,CAC,58,345
2202,BBB,90,1455
2202,BCB,17,1382
2204,BCA,87,7875
2209,CAB,33,1155
2210,CCA,80,7508
2214,CBC,69,1278
2217,ACC,92,11332
2219,ACB,89,1222
2228,CCB,100,7986
2229,CBB,54,5844
2230,BAC,9,11657
2232,ABB,38,2070
2232,BAB,80,4350
2233,CCC,64,6293
2234,CBA,74,7837
2235,BBC,75,2647
2236,CAC,36,353
2237,BBB,81,1449
2239,BCA,20,7858
2241,ABC,99,474
2242,AAB,50,2042
2243,ABA,13,617
2245,CCA,33,7496
2251,CBC,41,1278
2255,AAC,34,1016
2258,ACA,36,5489
2262,BCC,81,3383
2265,BAA,83,2904
2265,BAC,75,11665
2274,BCA,69,7841
2274,CCC,80,6292
2275,ACC,93,11318
2276,ABC,9,494
2279,ACB,99,1233
2285,BBA,80,1544
2287,CAC,57,344
2291,AAA,8,3143
2293,ACA,73,5490
2294,AAC,36,1017
2297,BCC,75,3394
2297,CAA,25,1707
2298,CBB,79,5850
2300,ABB,47,2069
2302,BAA,68,2898
2302,BBC,99,2659
2306,CBA,61,7824
2307,BBB,98,1439
2309,BCA,46,7850
2309,BCB,7,1388
2309,CAB,75,1145
2309,CCC,38,6292
2310,ABA,98,604
2317,CCA,73,7476
2320,BBA,65,1556
2321,ACC,77,11322
2322,CAC,58,329
2323,BAB,2,4347
2327,AAA,86,3154
2328,CCB,29,7980
2332,CAA,45,1698
2341,AAB,36,2039
2344,BAA,67,2903
2344,BCA,81,7857
2344,BCB,36,1385
2345,ABA,13,590
2345,CBB,62,5836
2346,BBC,85,2665
2351,BAC,27,11654
2352,CCA,80,7465
2357,CAC,58,319
2358,BAB,100,4350
2358,CBC,52,1282
2366,BBB,4,1441
2367,CAA,74,1692
2372,BBA,19,1567
2373,ABB,89,2083
2374,AAC,31,1012
2376,AAB,62,2028
2379,BCB,84,1395
2379,CCB,30,7966
2380,CBB,69,5849
2386,BAC,9,11660
2387,ACA,43,5501
2388,AAA,41,3143
2388,CAB,31,1157
2389,ACB,55,1225
2389,CCC,10,6282
2391,BCC,43,3409
2392,CAC,72,305
2393,ABC,75,495
2393,ACC,93,11314
2398,CCA,39,7467
2402,CAA,40,1698
2411,AAB,55,2038
2414,ABB,21,2087
2414,BCA,14,7859
2415,CBA,54,7813
2417,BBB,71,1448
2420,CBC,73,1287
2423,AAA,17,3135
2428,AAC,76,1020
2428,ABC,32,499
2431,BAA,5,2914
2437,ACC,16,11325
2437,CCA,37,7477
2442,CBB,87,5857
2443,BAB,62,4342
2446,AAB,3,2040
2449,ABB,40,2072
2449,BCA,6,7867
2450,BCB,93,1394
2452,CCB,60,7952
2455,CBC,15,1293
2456,CAB,79,1167
2459,ABA,57,598
2461,BBC,1,2672
2463,ABC,4,506
2466,BAA,17,2917
2469,CAC,79,314
2470,BAC,14,11653
2472,AAC,80,1023
2472,ACC,28,11320
2477,ACA,18,5492
2482,CBA,63,7805
2485,BBA,36,1564
2485,BCB,35,1386
2487,CCB,10,7942
2490,ACB,89,1228
2495,CCC,53,6286
2496,BCC,100,3396
2498,CAA,5,1708
2501,BAA,17,2924
2501,BCA,71,7873
2505,BBB,15,1456
2512,ACC,30,11324
2517,BAB,47,4330
2520,BBA,28,1571
2523,AAA,99,3141
2525,ABA,52,596
2535,AAB,82,2029
2536,BAA,67,2926
2536,BCB,19,1377
2537,AAC,58,1026
2537,ACB,2,1218
2542,CBB,44,5860
2546,ABC,79,524
2547,CCA,50,7476
2552,CBA,24,7807
2555,BBA,30,1562
2555,BCC,46,3408
2558,ABB,35,2055
2558,BBC,63,2665
2560,CAC,77,310
2561,BBB,26,1449
2567,CBC,10,1300
2570,AAB,32,2021
2571,BAA,80,2923
2571,BCB,68,1381
2572,AAC,86,1033
2573,ACC,18,11329
2573,CAB,80,1179
2577,BCA,53,7878
2580,CCC,4,6289
2583,AAA,48,3137
2583,CBB,49,5846
2584,CCB,13,7927
2587,BAC,77,11663
2588,CCA,63,7488
2590,BCC,54,3395
2594,ACA,96,5504
2603,CAA,46,1701
2607,AAC,88,1023
2608,ACC,28,11325
2608,BBC,10,2668
2609,BBB,72,1453
2610,BAA,29,2928
2610,CAB,67,1174
2614,CAC,55,306
2615,CBC,59,1297
2618,CBB,42,5861
2619,CCB,1,7931
2622,BAC,2,11662
2627,CCA,2,7491
2628,ACB,3,1200
2628,BAB,79,4336
2629,ABA,56,602
2629,BBA,48,1565
2636,CBA,30,7817
2643,ACC,57,11332
2644,BBB,50,1461
2645,BAA,79,2940
2645,CAB,31,1181
2651,AAA,20,3140
2653,CBB,6,5874
2655,BCA,36,7865
2657,CAC,74,312
2658,BCB,79,1385
2660,ABC,57,531
2662,CCA,20,7503
2663,ACB,29,1185
2664,BBA,99,1573
2668,ABB,43,2037
2671,CBA,73,7830
2676,CCB,33,7941
2678,ACC,33,11323
2679,CCC,25,6292
2681,ACA,100,5495
2685,BCC,8,3400
2686,AAB,24,2018
2693,AAA,70,3149
2695,ABC,63,538
2695,BBB,7,1467
2697,CCA,68,7502
2699,BBA,65,1585
2703,CBC,12,1309
2714,BAB,21,4344
2716,ACA,80,5499
2716,CAA,17,1685
2716,CCB,34,7957
2717,AAC,66,1028
2719,BCA,71,7868
2720,ACB,50,1180
2721,AAB,70,2020
2721,BAC,5,11665
2723,BBC,49,2675
2726,CBA,73,7835
2728,AAA,69,3133
2728,CAB,35,1187
2732,ABB,12,2051
2732,CCA,79,7514
2734,BCC,35,3408
2738,CAC,71,317
2740,BCB,32,1382
2741,CCC,10,6290
2749,ABA,78,599
2749,BAB,84,4343
2749,BBA,51,1576
2751,ACA,15,5486
2752,BBB,3,1458
2754,BCA,71,7873
2757,CBB,97,5877
2759,ACC,17,11316
2763,AAA,74,3131
2764,BAA,46,2934
2767,ABB,99,2060
2771,CBC,10,1318
2773,CAC,1,330
2774,BAC,71,11658
2784,ABA,39,591
2791,ACB,92,1187
2793,CCB,57,7971
2797,CBB,51,5881
2798,AAA,32,3131
2799,AAB,96,2020
2799,AAC,42,1038
2800,BCC,5,3404
2805,BCA,81,7887
2806,CAA,57,1684
2806,CBC,89,1312
2808,CAC,35,326
2809,BAC,93,11644
2810,BBC,56,2688
2813,CBA,23,7844
2815,ABC,61,537
2818,ACA,63,5481
2819,ABA,36,590
2826,ACB,20,1189
2826,CAB,91,1192
2826,CCC,78,6287
2829,CCA,51,7523
2832,BAA,48,2929
2835,BCC,66,3407
2836,BAB,58,4348
2840,BCA,38,7882
2841,CAA,26,1673
2841,CBC,8,1311
2844,BCB,34,1388
2845,AAA,37,3123
2850,ABB,73,2069
2850,BAC,41,11641
2852,ACC,51,11322
2854,ABA,98,577
2855,ABC,26,552
2858,BBB,94,1455
2861,CAB,69,1197
2863,ACB,83,1172
2864,BBA,32,1561
2867,BAA,34,2921
2869,AAB,47,2020
2870,BCC,81,3396
2875,AAC,45,1041
2879,CBB,69,5881
2880,AAA,73,3109
2880,BCA,56,7869
2889,ABA,41,568
2891,CCA,60,7503
2895,BBC,94,2689
2896,CAB,59,1195
2898,ACB,28,1175
2900,ABC,2,550
2903,CCB,61,7966
2907,CBC,63,1307
2908,BCB,18,1395
2910,ACA,11,5493
2914,CBB,6,5895
2915,AAA,30,3103
2916,CAA,79,1691
2923,CAC,18,319
2924,ABA,10,566
2924,BAA,4,2924
2927,CBA,58,7855
2929,BAC,55,11643
2933,AAB,95,2018
2934,BBA,58,1553
2935,BBC,42,2698
2937,BAB,78,4360
2938,BCC,65,3401
2939,CCC,32,6285
2941,BBB,19,1455
2943,BCB,77,1398
2945,CCA,83,7510
2946,CCB,26,7947
2950,AAA,60,3098
2958,BCA,80,7869
2959,ABA,24,555
2959,BAA,67,2923
2962,ACC,21,11331
2964,BAC,17,11632
2964,CBC,3,1315
2965,ABB,30,2071
2968,AAB,73,2006
2968,CAA,26,1705
2972,BAB,15,4353
2974,CCC,2,6281
